__run_id,__done,run_number,optimization,loop_type,execution_time,cpu_usage,memory_usage,energy_usage
run_56_repetition_0,DONE,r6,yes,loop12_opt_collapsing,30.782033,108.433,0.2,89.65
run_7_repetition_0,DONE,r1,yes,loop12_opt_unrolling,29.847987,109.897,0.238,86.068
run_40_repetition_0,DONE,r5,yes,loop9_opt_fission,24.817171,99.904,2.192,67.554
run_5_repetition_0,DONE,r1,yes,loop12_opt_cacheblocking,25.50564,111.208,0.237,70.382
run_28_repetition_0,DONE,r3,yes,loop13_opt_fusion,20.877074,113.4,1.1,57.262
run_4_repetition_0,DONE,r1,yes,loop11_opt_prediction,17.29872,115.75,1.737,47.452
run_3_repetition_0,DONE,r1,yes,loop11_opt_cacheblocking,17.382967,113.812,1.788,48.84
run_41_repetition_0,DONE,r5,yes,loop10_opt_cacheblocking,25.685748,111.68,1.832,72.576
run_47_repetition_0,DONE,r5,yes,loop12_opt_unrolling,30.523781,109.897,0.2,88.833
run_48_repetition_0,DONE,r5,yes,loop13_opt_fusion,21.683066,113.05,1.225,59.807
run_8_repetition_0,DONE,r1,yes,loop13_opt_fusion,21.612528,112.1,1.175,59.839
run_20_repetition_0,DONE,r3,yes,loop9_opt_fission,25.504358,99.646,2.262,67.777
run_24_repetition_0,DONE,r3,yes,loop11_opt_prediction,17.343928,115.75,1.775,46.377
run_23_repetition_0,DONE,r3,yes,loop11_opt_cacheblocking,17.50427,114.882,1.724,48.784
run_58_repetition_0,DONE,r6,yes,loop13_opt_fusion,21.014568,113.2,1.095,57.166
run_12_repetition_0,DONE,r2,yes,loop10_opt_unrolling,22.136282,112.714,1.9,64.875
run_54_repetition_0,DONE,r6,yes,loop11_opt_prediction,17.517257,115.353,1.729,48.875
run_45_repetition_0,DONE,r5,yes,loop12_opt_cacheblocking,24.672383,111.625,0.2,71.03
run_10_repetition_0,DONE,r2,yes,loop9_opt_fission,24.919818,99.9,2.242,69.227
run_35_repetition_0,DONE,r4,yes,loop12_opt_cacheblocking,24.22528,111.609,0.2,70.554
run_36_repetition_0,DONE,r4,yes,loop12_opt_collapsing,31.665715,109.7,0.2,92.651
run_38_repetition_0,DONE,r4,yes,loop13_opt_fusion,21.834889,112.429,1.19,60.064
run_33_repetition_0,DONE,r4,yes,loop11_opt_cacheblocking,17.505467,114.706,1.729,48.632
run_52_repetition_0,DONE,r6,yes,loop10_opt_unrolling,23.307409,111.909,1.9,63.951
run_15_repetition_0,DONE,r2,yes,loop12_opt_cacheblocking,24.527893,111.87,0.2,69.525
run_55_repetition_0,DONE,r6,yes,loop12_opt_cacheblocking,25.548936,110.958,0.2,68.212
run_0_repetition_0,DONE,r1,yes,loop9_opt_fission,26.221078,98.1,2.268,68.695
run_9_repetition_0,DONE,r1,yes,loop13_opt_recursionbreaking,38.854596,108.243,0.4,113.11
run_26_repetition_0,DONE,r3,yes,loop12_opt_collapsing,32.446057,108.613,0.206,88.645
run_16_repetition_0,DONE,r2,yes,loop12_opt_collapsing,32.569582,108.323,0.2,89.581
run_19_repetition_0,DONE,r2,yes,loop13_opt_recursionbreaking,41.132528,107.7,0.4,115.124
run_11_repetition_0,DONE,r2,yes,loop10_opt_cacheblocking,26.406705,111.2,1.9,75.884
run_27_repetition_0,DONE,r3,yes,loop12_opt_unrolling,31.634279,109.433,0.2,92.033
run_34_repetition_0,DONE,r4,yes,loop11_opt_prediction,17.319983,116.125,1.812,48.136
run_59_repetition_0,DONE,r6,yes,loop13_opt_recursionbreaking,39.106444,108.026,0.4,114.413
run_1_repetition_0,DONE,r1,yes,loop10_opt_cacheblocking,26.605892,110.96,1.9,76.709
run_57_repetition_0,DONE,r6,yes,loop12_opt_unrolling,31.52972,109.567,0.2,92.298
run_14_repetition_0,DONE,r2,yes,loop11_opt_prediction,17.848735,115.059,1.794,48.691
run_31_repetition_0,DONE,r4,yes,loop10_opt_cacheblocking,27.191778,110.231,1.9,79.865
run_30_repetition_0,DONE,r4,yes,loop9_opt_fission,25.212494,99.9,2.296,72.212
run_18_repetition_0,DONE,r2,yes,loop13_opt_fusion,21.666561,113.4,1.175,59.84
run_32_repetition_0,DONE,r4,yes,loop10_opt_unrolling,22.443516,112.857,1.9,64.796
run_29_repetition_0,DONE,r3,yes,loop13_opt_recursionbreaking,39.120079,108.184,0.4,116.217
run_49_repetition_0,DONE,r5,yes,loop13_opt_recursionbreaking,39.067425,108.211,0.4,113.749
run_46_repetition_0,DONE,r5,yes,loop12_opt_collapsing,30.976582,109.067,0.2,89.017
run_51_repetition_0,DONE,r6,yes,loop10_opt_cacheblocking,26.563842,111.08,1.9,77.116
run_22_repetition_0,DONE,r3,yes,loop10_opt_unrolling,21.858679,113.095,1.9,61.388
run_44_repetition_0,DONE,r5,yes,loop11_opt_prediction,17.514308,114.941,1.712,48.902
run_42_repetition_0,DONE,r5,yes,loop10_opt_unrolling,22.091855,112.19,1.9,61.273
run_37_repetition_0,DONE,r4,yes,loop12_opt_unrolling,30.865855,109.067,0.2,89.474
run_39_repetition_0,DONE,r4,yes,loop13_opt_recursionbreaking,40.81835,108.051,0.4,118.742
run_25_repetition_0,DONE,r3,yes,loop12_opt_cacheblocking,25.779817,111.0,0.2,73.548
run_50_repetition_0,DONE,r6,yes,loop9_opt_fission,24.727471,99.804,2.274,68.901
run_21_repetition_0,DONE,r3,yes,loop10_opt_cacheblocking,27.030918,110.885,1.9,76.892
run_6_repetition_0,DONE,r1,yes,loop12_opt_collapsing,30.931169,109.633,0.237,89.016
run_17_repetition_0,DONE,r2,yes,loop12_opt_unrolling,32.997187,109.094,0.2,95.439
run_13_repetition_0,DONE,r2,yes,loop11_opt_cacheblocking,17.146529,116.062,1.775,48.374
run_53_repetition_0,DONE,r6,yes,loop11_opt_cacheblocking,17.416997,115.812,1.794,48.889
run_43_repetition_0,DONE,r5,yes,loop11_opt_cacheblocking,17.229248,115.375,1.781,48.659
run_2_repetition_0,DONE,r1,yes,loop10_opt_unrolling,22.197243,113.143,1.9,64.045
